datetime,wma_9,wma_20,wma_55,hma_21,hma_55,stoch_k_14_3_3,stoch_d_14_3_3,atr_14
2024-06-28 02:00:00+00:00,2326.887111111111,2322.7673809523812,2313.1131298701303,2332.11264992785,2320.745569770837,87.23476974943539,87.12485114272272,4.2015559359176775
2024-06-28 03:00:00+00:00,2325.8277777777776,2323.2013333333334,2313.426733766234,2331.0701004329007,2322.4941696471515,74.3154826473719,82.83957210731633,4.386444797637841
2024-06-28 04:00:00+00:00,2324.6657777777777,2323.400761904762,2313.6964155844157,2329.437247330447,2323.9496530698134,58.76568867634742,73.43864702438488,4.444555883520872
2024-06-28 05:00:00+00:00,2324.3324444444447,2323.8239523809525,2314.088227272727,2327.8131088023083,2325.2289537552397,46.876907948412274,59.98602642404384,4.437087606126502
2024-06-28 06:00:00+00:00,2323.666,2323.9448095238095,2314.4094740259743,2326.1805772005773,2326.2944384061707,37.844690929446465,47.82909585140203,4.417295634260313
2024-06-28 07:00:00+00:00,2322.9828888888883,2323.9164761904763,2314.709733766234,2324.6285702741707,2327.1515098261525,30.86620315800866,38.52926734528911,4.251060231813158
2024-06-28 08:00:00+00:00,2323.3166666666666,2324.228666666667,2315.17014935065,2323.705749494949,2327.9491774376415,32.71448663853787,33.808460241997636,4.382413072397942
2024-06-28 09:00:00+00:00,2323.989333333333,2324.6125714285713,2315.68601948052,2323.4419434343436,2328.7322058682057,54.62158804306872,39.40075927987173,4.281526424369536
2024-06-28 10:00:00+00:00,2324.6151111111108,2324.9030952380954,2316.1881753246757,2323.6138227994225,2329.49208689789,76.17086194226844,54.50231220795832,4.259274536914588
2024-06-28 11:00:00+00:00,2325.5522222222226,2325.2879047619044,2316.742915584415,2324.2665985569984,2330.246195269017,82.5100455330903,71.1008318394758,4.340754927134948
2024-06-28 12:00:00+00:00,2326.7753333333335,2325.7636666666667,2317.346961038961,2325.361392207792,2331.00037098021,82.13243894870165,80.27111547468678,4.24641528948245
2024-06-28 13:00:00+00:00,2328.893777777778,2326.721952380952,2318.137571428571,2327.184433477634,2331.867217352092,85.83742493844466,83.49330314007885,4.466671340233732
2024-06-28 14:00:00+00:00,2330.3031111111113,2327.4465238095236,2318.8479935064934,2329.22283001443,2332.7373445251837,87.99319444329238,85.32101944347953,4.424051958788458
2024-06-28 15:00:00+00:00,2331.794222222222,2328.295238095238,2319.6043896103893,2331.3758101010103,2333.6009824778403,85.83990282222578,86.55684073465424,4.611619676017867
2024-06-28 16:00:00+00:00,2331.931111111111,2328.60619047619,2320.161422077922,2332.9399163059165,2334.2846029426923,72.42111656146507,82.08473794232772,5.217218270588029
2024-06-28 17:00:00+00:00,2331.1284444444445,2328.5422380952386,2320.5776038961035,2333.544142568543,2334.6950908575554,57.086138694525395,71.78238602607205,5.617416965546006
2024-06-28 18:00:00+00:00,2330.722888888889,2328.6724285714286,2321.058337662338,2333.4922505050504,2334.913466381502,44.7433694519702,58.083541569320204,5.655458610864122
2024-06-28 19:00:00+00:00,2330.563333333333,2328.921333333333,2321.5802272727274,2333.1270262626263,2334.9957978423695,43.73152620691721,48.520344784470915,5.592925852945271
2024-06-28 20:00:00+00:00,2329.722222222222,2328.856523809524,2321.982396103895,2332.308380952381,2334.8823825070435,43.50367401469632,43.99285655786122,5.637716863449166
2024-06-28 21:00:00+00:00,2328.707777777778,2328.6918095238098,2322.338746753247,2331.170126984127,2334.5996417663027,37.30193151049892,41.51237724403746,5.45073708748851
2024-06-28 22:00:00+00:00,2327.6502222222225,2328.4638095238092,2322.663246753247,2329.8039613275614,2334.183915172129,24.62541269535392,35.14367274018303,5.295684438382202
2024-06-28 23:00:00+00:00,2327.098444444445,2328.3764285714287,2323.0247337662345,2328.435408946609,2333.7291667869167,19.78923955919228,27.238861255015014,5.188135549926328
2024-07-01 01:00:00+00:00,2326.3379999999997,2328.087380952381,2323.310409090909,2327.0361460317463,2333.2071616848757,14.53651705121711,19.650389768587747,5.149697296360168
2024-07-01 02:00:00+00:00,2325.905111111111,2327.8183333333336,2323.601740259741,2325.824230880231,2332.6443362966393,14.316745655609056,16.214167422006124,5.003290346620149
2024-07-01 03:00:00+00:00,2325.565777777778,2327.531761904762,2323.8701623376624,2324.892126984127,2332.0589071067816,12.370620786583169,13.741294497803088,4.873055321861556
2024-07-01 04:00:00+00:00,2325.8804444444445,2327.5240952380955,2324.2307987012987,2324.5127180375184,2331.5572469679787,19.976945832817233,15.554770758336462,4.877122798871433
2024-07-01 05:00:00+00:00,2325.9586666666664,2327.364761904762,2324.528344155844,2324.4135445887446,2331.101789673951,24.364808494501293,18.90412503796721,4.770185456094909
2024-07-01 06:00:00+00:00,2325.730666666667,2327.020333333333,2324.740545454546,2324.364344011544,2330.6382657871227,24.213120970799395,22.851625099372615,4.65660078065958
2024-07-01 07:00:00+00:00,2325.335777777778,2326.5868095238097,2324.8997337662336,2324.2569056277057,2330.142340788841,19.411579845354765,22.66316977021846,4.6561292963267595
